author_id,O,N,n_essays,total_word_count,liwc_wc,emo_sad,focusfuture,mental,certitude,fatigue,Affect,adverb,swear
252,9.0,44.0,2070,45770.0,45910.0,0.16,1.26,0.04,1.26,0.02,6.55,6.67,0.37
253,87.0,24.0,2058,183277.0,186906.0,0.06,1.23,0.03,0.91,0.04,3.67,5.57,0.05
254,43.0,39.0,2042,88407.0,89839.0,0.04,1.35,0.0,1.09,0.03,5.17,7.12,0.03
255,50.0,50.0,2036,61727.0,62399.0,0.16,1.32,0.09,1.12,0.06,6.46,6.92,0.89
256,23.0,35.0,2035,239466.0,240342.0,0.17,1.58,0.29,0.85,0.08,5.79,7.08,0.25
257,10.0,40.0,2023,129779.0,131677.0,0.14,1.3,0.08,1.14,0.11,5.57,6.88,0.52
258,93.0,99.0,2019,60830.0,61655.0,0.07,1.76,0.04,1.05,0.05,4.78,5.14,0.02
259,71.0,31.0,1999,74825.0,75081.0,0.19,1.54,0.11,1.28,0.05,5.88,7.06,0.21
260,17.0,39.0,1983,86553.0,88349.0,0.06,1.45,0.02,0.65,0.02,4.53,5.11,0.13
261,3.0,98.0,1983,67179.0,67952.0,0.28,1.33,0.68,1.03,0.13,4.84,6.56,0.3
262,65.0,93.0,1976,70085.0,70699.0,0.13,1.89,0.02,1.32,0.09,5.4,6.94,0.22
263,49.0,85.5,1969,114173.0,115571.0,0.08,1.74,0.07,1.11,0.06,4.32,6.25,0.23
264,15.0,85.0,1965,39254.0,40242.0,0.03,1.24,0.04,0.54,0.03,5.55,4.81,0.62
265,98.0,1.0,1955,85955.0,86390.0,0.08,1.63,0.03,1.2,0.03,5.38,6.46,0.48
266,99.0,47.0,1939,81416.0,82095.0,0.1,1.82,0.02,1.34,0.03,5.46,6.38,0.11
267,20.0,70.0,1913,49123.0,50028.0,0.07,0.93,0.02,0.74,0.04,5.22,5.38,0.36
268,17.0,67.0,1906,24527.0,25189.0,0.44,1.65,0.02,1.02,0.04,6.48,7.4,0.67
269,34.0,46.0,1897,162182.0,166862.0,0.07,1.22,0.05,1.07,0.11,4.72,6.35,0.27
270,71.0,99.0,1888,110611.0,112594.0,0.08,1.77,0.03,0.89,0.02,4.38,5.02,0.09
271,19.0,46.0,1885,83607.0,84506.0,0.17,1.31,0.28,1.02,0.13,5.4,7.18,0.42
272,86.0,25.0,1871,143696.0,144845.0,0.12,1.87,0.69,1.1,0.08,5.59,6.72,0.17
273,10.0,80.0,1865,95502.0,95991.0,0.06,1.15,0.08,0.98,0.04,3.8,6.36,0.06
274,2.0,56.0,1865,36116.0,36813.0,0.07,1.18,0.03,0.62,0.07,6.34,5.87,0.67
275,65.0,82.0,1833,76834.0,77769.0,0.07,1.22,0.03,1.04,0.06,4.31,7.06,0.1
276,60.0,85.0,1823,57675.0,58124.0,0.18,1.11,0.14,0.99,0.06,6.07,7.09,0.74
277,9.0,90.0,1823,25255.0,25430.0,0.03,0.91,0.11,0.82,0.09,6.44,5.72,1.21
278,50.0,30.0,1819,25993.0,26700.0,0.16,1.0,0.08,1.05,0.08,7.23,6.1,1.32
279,39.0,4.0,1815,55420.0,56441.0,0.05,1.13,0.02,0.74,0.05,4.5,5.55,0.24
280,90.0,39.0,1798,41103.0,41428.0,0.07,1.34,0.15,1.13,0.08,5.95,6.39,0.46
281,65.0,58.0,1787,47994.0,48251.0,0.09,1.33,0.02,0.76,0.12,5.82,6.49,0.43
282,60.0,97.0,1783,55431.0,56053.0,0.17,1.02,0.19,1.28,0.1,5.48,7.15,0.22
283,19.0,82.0,1775,99986.0,101523.0,0.13,1.32,0.05,0.75,0.05,4.17,6.09,0.05
284,3.0,49.0,1772,47249.0,47940.0,0.32,1.6,0.03,0.75,0.12,5.77,7.14,0.62
285,61.0,97.0,1770,57763.0,59309.0,0.16,0.77,0.32,1.01,0.04,6.17,6.03,0.88
286,23.0,89.0,1769,46504.0,46744.0,0.18,1.76,0.03,1.22,0.06,6.3,7.94,0.26
287,1.0,92.0,1768,67556.0,67881.0,0.2,1.05,0.3,1.24,0.06,5.99,6.84,0.41
288,1.0,3.0,1767,52285.0,52488.0,0.05,1.72,0.03,0.62,0.09,4.96,4.47,0.16
289,30.0,50.0,1758,169675.0,172183.0,0.1,1.22,0.08,1.43,0.04,4.57,7.31,0.19
290,40.0,83.0,1755,181762.0,184280.0,0.11,0.88,0.07,1.0,0.05,5.05,7.24,0.15
291,4.0,54.0,1748,36812.0,37113.0,0.06,1.05,0.07,0.75,0.06,6.55,6.67,0.75
292,50.0,50.0,1746,49343.0,50203.0,0.03,1.33,0.01,0.45,0.07,5.4,4.44,0.17
293,15.0,59.0,1734,84116.0,85337.0,0.06,1.21,0.06,0.89,0.03,5.01,5.16,0.4
294,0.0,3.0,1730,54226.0,54875.0,0.09,1.38,0.06,1.35,0.03,5.74,6.84,0.25
295,45.0,48.0,1729,85693.0,85984.0,0.11,1.42,0.12,0.86,0.08,5.16,7.49,0.42
296,41.0,72.0,1726,48070.0,48911.0,0.1,0.95,0.08,1.2,0.04,4.98,7.84,0.22
297,26.0,21.0,1725,76284.0,78231.0,0.08,1.75,0.05,0.79,0.09,4.85,5.54,0.33
298,67.0,83.0,1721,78563.0,80360.0,0.1,1.52,0.14,1.02,0.05,4.28,6.39,0.2
299,53.0,4.0,1720,74698.0,79426.0,0.07,0.82,0.03,0.56,0.07,3.75,3.49,0.09
300,93.0,75.0,1709,26543.0,28721.0,0.14,1.8,0.06,0.96,0.1,6.73,7.51,0.84
301,90.0,58.0,1700,110210.0,110474.0,0.06,1.14,0.05,0.83,0.04,4.73,5.7,0.2
302,91.0,1.0,1679,69350.0,73185.0,0.09,1.04,0.05,1.15,0.05,5.25,6.18,0.18
303,99.0,97.0,1676,99334.0,100642.0,0.08,1.7,0.01,1.41,0.03,5.01,6.52,0.06
304,63.0,5.0,1676,44768.0,45356.0,0.04,2.12,0.05,0.63,0.02,3.52,4.69,0.06
305,10.0,80.0,1675,97646.0,97885.0,0.15,1.1,0.18,0.9,0.08,5.33,7.08,0.33
306,41.0,51.0,1674,47166.0,47351.0,0.08,1.49,0.04,0.76,0.04,4.78,5.91,0.38
307,2.0,30.0,1663,147838.0,150207.0,0.04,0.88,0.13,1.01,0.02,4.14,6.1,0.1
308,9.0,19.0,1653,244475.0,244971.0,0.14,1.54,0.08,0.79,0.02,5.12,5.81,0.24
309,19.0,5.0,1649,69200.0,69963.0,0.1,1.17,0.1,0.96,0.09,5.13,5.49,0.3
310,17.0,0.0,1629,77853.0,78756.0,0.14,1.25,0.13,1.1,0.09,7.11,6.54,0.77
311,2.0,7.0,1607,46384.0,46906.0,0.04,1.42,0.03,0.85,0.03,4.91,5.88,0.7
312,23.0,12.0,1602,37339.0,38282.0,0.09,1.33,0.04,0.95,0.07,6.5,6.68,0.16
313,17.0,23.0,1590,52245.0,52274.0,0.04,0.96,0.06,1.16,0.09,4.8,5.81,0.4
314,10.0,70.0,1585,19435.0,19758.0,0.15,1.37,0.02,0.63,0.03,7.48,5.66,1.08
315,81.0,79.0,1561,40710.0,40878.0,0.18,1.45,0.01,0.59,0.03,4.68,6.73,0.34
316,58.0,73.0,1545,91400.0,92090.0,0.09,1.12,0.08,1.06,0.06,6.0,6.23,0.6
317,17.0,58.0,1545,73874.0,74601.0,0.04,1.35,0.04,0.86,0.07,3.64,6.5,0.32
318,77.0,98.0,1528,47940.0,48162.0,0.1,1.25,0.04,1.19,0.07,4.47,8.36,0.18
319,8.0,90.0,1522,39792.0,39245.0,0.12,1.53,0.18,0.66,0.06,5.8,5.59,0.74
320,80.0,11.0,1516,105558.0,106973.0,0.19,1.36,0.42,1.49,0.03,6.21,7.92,0.56
321,78.0,10.0,1507,184810.0,187574.0,0.14,1.07,0.1,0.8,0.05,4.99,6.55,0.04
322,77.0,32.0,1505,65702.0,67333.0,0.08,1.36,0.01,0.66,0.03,3.95,7.04,0.12
323,50.0,15.0,1497,47542.0,49066.0,0.28,1.17,0.01,0.77,0.02,4.65,5.07,0.09
324,24.0,25.0,1492,37559.0,37910.0,0.22,1.2,0.63,0.93,0.16,6.41,6.45,0.39
325,67.0,7.0,1485,35823.0,35847.0,0.24,1.62,0.24,0.49,0.1,7.24,6.53,0.78
326,8.0,40.0,1482,21402.0,21723.0,0.19,1.4,0.3,0.89,0.19,7.46,5.74,1.43
327,4.0,25.0,1479,28946.0,29249.0,0.04,0.96,0.03,1.09,0.02,5.45,6.47,0.53
328,85.0,15.0,1475,120146.0,121384.0,0.08,1.51,0.01,1.02,0.03,5.66,6.32,0.1
329,58.0,36.0,1469,43763.0,44044.0,0.25,1.35,0.14,1.07,0.13,5.96,7.46,0.15
330,1.0,58.0,1464,55727.0,56211.0,0.05,1.02,0.08,1.41,0.06,5.68,6.71,0.54
331,74.0,63.0,1462,34424.0,35156.0,0.18,1.22,0.03,1.13,0.01,5.85,7.45,0.61
332,53.0,50.0,1442,51943.0,52551.0,0.05,1.29,0.05,0.6,0.04,5.15,5.59,0.55
333,70.0,58.0,1436,130619.0,131000.0,0.06,1.31,0.02,0.53,0.08,4.65,5.75,0.48
334,2.0,7.0,1436,41392.0,41821.0,0.04,1.5,0.02,1.11,0.06,4.04,6.66,0.32
335,46.0,85.0,1424,84553.0,85109.0,0.1,1.32,0.06,0.97,0.02,5.77,5.05,0.22
336,71.0,10.0,1422,48244.0,49727.0,0.08,1.52,0.06,0.75,0.02,5.31,6.29,0.47
337,70.0,50.0,1396,63995.0,64532.0,0.06,1.68,0.02,1.06,0.04,5.14,4.34,0.05
338,50.0,63.0,1390,24780.0,25234.0,0.17,1.01,0.03,0.99,0.07,6.69,5.83,0.52
339,3.0,94.0,1385,22447.0,22744.0,0.07,1.31,0.15,0.59,0.06,6.49,5.55,1.51
340,13.0,72.0,1380,11226.0,11334.0,0.31,1.46,0.07,0.48,0.16,8.98,6.9,0.79
341,29.0,5.0,1376,66819.0,67663.0,0.11,1.1,0.1,0.7,0.04,4.41,6.71,0.28
342,79.0,74.0,1372,35936.0,36389.0,0.09,1.28,0.19,1.06,0.02,4.77,6.53,0.37
343,54.0,95.0,1370,18962.0,19094.0,0.11,1.17,0.1,1.01,0.05,6.1,6.32,0.94
344,1.0,47.0,1364,61204.0,62389.0,0.1,1.41,0.06,0.89,0.04,4.34,6.66,0.28
345,75.0,7.0,1359,39141.0,39899.0,0.1,1.44,0.09,1.46,0.07,6.28,8.53,0.8
346,31.0,15.0,1356,86756.0,87546.0,0.09,1.08,0.07,0.84,0.03,4.96,5.52,0.14
347,41.0,58.0,1354,65289.0,67102.0,0.03,0.92,0.03,1.0,0.03,4.27,5.88,0.14
348,80.0,78.0,1348,67136.0,67949.0,0.08,1.67,0.01,1.21,0.04,4.96,6.44,0.11
349,50.0,85.0,1340,71951.0,72509.0,0.16,1.3,0.08,0.9,0.11,5.29,6.54,0.37
350,70.0,54.0,1332,51349.0,52080.0,0.51,1.76,0.05,1.59,0.07,8.82,8.53,0.41
351,84.0,62.0,1331,27984.0,28241.0,0.08,1.4,0.1,0.91,0.04,6.31,6.1,1.14
352,17.0,9.0,1317,39245.0,39420.0,0.21,1.55,0.05,1.0,0.12,5.63,5.96,0.02
353,53.0,32.0,1314,36421.0,36928.0,0.1,0.92,0.12,1.18,0.06,5.55,6.43,0.51
354,55.0,87.0,1311,37198.0,38676.0,0.05,1.06,0.03,1.01,0.03,4.96,6.59,0.35
355,6.0,36.0,1309,146449.0,148565.0,0.05,1.41,0.05,0.86,0.04,4.72,5.75,0.38
356,91.0,40.0,1308,62194.0,62372.0,0.1,1.43,0.26,0.98,0.07,5.81,7.08,0.02
357,65.0,76.0,1306,50223.0,50355.0,0.1,1.39,0.01,1.11,0.07,6.45,7.36,0.34
358,3.0,77.0,1270,22697.0,22805.0,0.5,1.58,0.29,1.23,0.11,7.87,7.46,0.38
359,44.0,48.0,1269,35089.0,35466.0,0.11,1.62,0.02,0.67,0.06,5.37,6.47,0.23
360,58.0,11.0,1257,64402.0,64776.0,0.2,1.2,0.74,1.11,0.1,5.71,8.49,0.38
361,0.0,88.0,1247,28411.0,28950.0,0.07,0.7,0.05,0.25,0.08,3.61,2.7,0.38
362,4.0,1.0,1244,77399.0,78792.0,0.02,0.97,0.01,0.73,0.06,5.29,5.97,0.15
363,82.0,49.0,1244,30874.0,30830.0,0.18,0.66,0.04,1.19,0.08,6.36,6.08,0.11
364,29.0,73.0,1243,29362.0,29464.0,0.2,1.65,0.03,0.93,0.14,7.16,6.56,0.72
365,17.0,25.0,1236,34334.0,34617.0,0.06,1.44,0.05,0.88,0.03,5.02,6.49,0.08
366,0.0,13.0,1235,85099.0,85581.0,0.07,1.3,0.17,1.18,0.07,5.09,7.02,0.02
367,28.0,49.0,1235,73243.0,73882.0,0.04,1.24,0.03,0.71,0.04,4.68,5.28,0.29
368,65.0,98.0,1233,27914.0,27704.0,0.14,1.88,0.08,1.01,0.08,7.02,7.09,0.34
369,61.0,20.0,1232,47966.0,48843.0,0.08,1.11,0.11,1.38,0.06,5.2,7.68,0.28
370,25.0,92.0,1232,38164.0,38194.0,0.08,1.87,0.02,1.01,0.02,4.66,6.23,0.34
371,71.0,41.0,1231,19785.0,19912.0,0.11,1.11,0.02,0.63,0.03,6.49,5.58,0.89
372,28.0,98.0,1230,37278.0,37717.0,0.1,1.68,0.05,0.45,0.02,4.61,4.66,0.04
373,11.0,64.0,1227,72753.0,73284.0,0.03,1.12,0.1,1.03,0.03,5.62,7.18,0.19
374,65.0,58.0,1209,103512.0,104870.0,0.07,0.91,0.06,0.96,0.04,5.21,5.9,0.12
375,58.0,92.0,1209,39820.0,40112.0,0.03,0.96,0.04,0.7,0.03,4.01,5.63,0.57
376,3.0,5.0,1208,72097.0,72766.0,0.03,0.97,0.01,1.43,0.03,4.22,6.68,0.13
377,54.0,77.0,1206,35170.0,35202.0,0.06,1.48,0.01,0.7,0.04,5.75,7.05,0.01
378,55.0,63.0,1205,26249.0,26546.0,0.12,1.02,0.03,1.03,0.05,6.38,6.78,0.41
379,0.0,0.0,1204,23072.0,23413.0,0.06,1.5,0.02,0.65,0.02,4.89,6.54,0.12
380,34.0,18.0,1199,55398.0,55979.0,0.08,1.4,0.14,0.66,0.07,4.75,5.81,0.35
381,1.0,95.0,1191,26229.0,26656.0,0.11,0.98,0.03,1.13,0.05,5.24,7.09,0.44
382,85.0,50.0,1186,32749.0,33691.0,0.13,1.18,0.05,1.1,0.04,5.25,6.99,0.3
383,2.0,73.0,1177,28111.0,28282.0,0.07,0.75,0.08,0.56,0.04,4.01,3.89,0.93
384,12.0,98.0,1177,23513.0,23830.0,0.08,1.36,0.11,2.06,0.05,5.77,6.43,0.08
385,50.0,15.0,1175,46476.0,46787.0,0.1,1.06,0.05,0.74,0.03,5.49,5.77,0.58
386,17.0,7.0,1174,26136.0,26574.0,0.03,1.38,0.02,0.97,0.04,4.13,6.16,0.35
387,78.0,38.0,1173,64966.0,66723.0,0.15,0.9,0.03,1.25,0.05,5.87,6.64,0.05
388,41.0,58.0,1171,75519.0,76071.0,0.06,1.19,0.03,0.85,0.04,5.3,5.75,0.3
389,70.0,95.0,1167,18064.0,18300.0,0.11,1.38,0.02,0.98,0.01,10.42,8.36,0.09
390,87.0,47.0,1164,21750.0,21835.0,0.08,1.76,0.04,0.77,0.08,6.51,6.81,0.45
391,28.0,36.0,1155,21638.0,22135.0,0.13,1.41,0.12,0.77,0.05,6.01,5.21,0.98
392,54.0,85.0,1152,22360.0,22632.0,0.42,1.11,0.88,0.84,0.08,8.1,6.08,0.94
393,8.0,67.0,1138,32738.0,33338.0,0.08,1.2,0.02,1.37,0.02,6.13,5.25,0.16
394,6.0,95.0,1131,32946.0,33019.0,0.08,1.33,0.02,0.9,0.08,6.74,7.32,0.84
395,40.0,90.0,1130,41509.0,41695.0,0.18,1.23,0.09,1.21,0.06,6.01,6.65,0.37
396,45.0,1.0,1123,62246.0,63055.0,0.13,0.87,0.99,1.3,0.13,4.03,8.35,0.49
397,65.0,73.0,1116,77633.0,78788.0,0.15,1.68,0.18,0.84,0.14,5.44,6.6,0.28
398,61.5,74.0,1107,81804.0,82329.0,0.26,1.38,0.93,1.16,0.15,6.23,7.26,0.47
399,2.0,42.0,1107,19811.0,20024.0,0.15,1.29,0.04,0.76,0.05,5.29,6.31,0.42
400,30.0,50.0,1097,20099.0,20311.0,0.04,0.67,0.09,0.56,0.04,3.77,5.69,0.22
401,96.0,1.0,1091,50747.0,50866.0,0.08,2.32,0.2,0.92,0.03,5.26,5.95,0.34
402,34.0,58.0,1082,85933.0,86760.0,0.11,1.0,0.08,0.85,0.07,4.58,6.63,0.39
403,99.0,0.0,1082,81740.0,83051.0,0.11,1.3,0.04,0.69,0.04,4.37,5.7,0.43
404,8.0,32.0,1082,38228.0,38745.0,0.09,1.21,0.67,0.49,0.04,4.57,5.26,0.11
405,34.0,13.0,1081,77625.0,77309.0,0.06,0.77,0.14,1.07,0.03,4.86,5.42,0.25
406,54.0,37.0,1081,46440.0,46890.0,0.08,1.17,0.02,0.94,0.08,4.48,7.11,0.22
407,45.0,88.0,1081,18334.0,18425.0,0.26,1.76,0.08,0.74,0.06,8.78,5.95,0.64
408,5.0,54.0,1068,37111.0,37615.0,0.15,1.1,0.22,1.08,0.09,6.2,7.27,0.86
409,45.0,92.0,1064,14538.0,14944.0,0.06,2.09,0.03,0.7,0.09,5.33,6.04,0.48
410,50.0,5.0,1058,51521.0,52496.0,0.14,1.14,0.15,1.44,0.07,5.51,8.42,0.3
411,89.0,97.0,1058,47770.0,48375.0,0.18,1.21,0.12,0.93,0.09,5.53,6.27,0.11
412,20.0,50.0,1058,26496.0,26866.0,0.04,1.59,0.0,0.71,0.02,4.22,5.18,0.12
413,86.0,62.0,1055,64261.0,64874.0,0.05,1.78,0.1,0.77,0.04,4.57,5.33,0.12
414,39.0,88.0,1054,55977.0,56589.0,0.08,2.8,0.06,0.9,0.08,5.78,5.32,0.28
415,2.0,38.0,1052,35868.0,36641.0,0.07,1.35,0.05,1.6,0.13,3.97,7.64,0.17
416,6.0,6.0,1050,50389.0,51005.0,0.06,1.11,0.01,0.93,0.09,3.93,6.89,0.24
417,1.0,52.0,1048,54075.0,54546.0,0.1,1.02,0.03,0.9,0.1,5.25,7.16,0.12
418,28.0,82.0,1047,26055.0,26105.0,0.09,1.23,0.01,1.19,0.02,6.8,6.26,0.96
419,99.0,99.0,1044,36098.0,36232.0,0.06,1.83,0.03,1.08,0.01,4.89,5.51,0.04
420,9.0,66.0,1042,33144.0,33275.0,0.07,1.18,0.05,1.29,0.07,4.87,6.43,0.11
421,93.0,69.0,1039,41264.0,42444.0,0.05,0.7,0.02,0.41,0.01,3.25,3.05,0.2
422,64.0,58.0,1038,41125.0,41166.0,0.07,1.34,0.12,0.79,0.05,4.3,5.53,0.26
423,0.0,82.0,1035,49614.0,49998.0,0.05,1.6,0.07,1.0,0.04,4.57,5.99,0.22
424,65.0,67.0,1035,40445.0,41296.0,0.1,1.17,0.04,0.66,0.03,5.2,5.52,0.45
425,2.0,64.0,1026,29251.0,29600.0,0.09,1.5,0.05,0.49,0.05,5.06,5.54,0.52
426,89.0,92.0,1025,90653.0,91462.0,0.1,1.55,0.16,1.2,0.08,4.95,6.93,0.07
427,15.0,13.0,1025,11456.0,11589.0,0.15,1.08,0.02,0.48,0.03,6.17,6.02,0.54
428,88.0,89.0,1020,18490.0,18707.0,0.1,1.73,0.02,1.21,0.06,5.89,6.36,0.25
429,70.0,9.0,1019,36086.0,36730.0,0.04,0.92,0.04,1.02,0.06,3.99,6.58,0.12
430,65.0,93.0,1018,78329.0,78822.0,0.11,1.45,0.11,1.23,0.05,6.08,5.47,0.12
431,74.0,95.0,1006,23415.0,23838.0,0.22,1.39,0.08,1.41,0.05,6.26,8.38,0.24
432,5.0,75.0,1000,30525.0,30677.0,0.23,1.38,0.34,0.97,0.1,7.27,6.46,0.47
433,76.0,85.0,993,52931.0,54315.0,0.12,1.23,0.03,1.15,0.04,4.53,8.42,0.31
434,70.0,29.0,992,47526.0,47944.0,0.04,1.32,0.12,1.1,0.07,4.76,7.04,0.19
435,23.0,3.0,989,38672.0,39174.0,0.21,1.41,0.04,0.66,0.03,7.4,5.92,1.0
436,54.0,5.0,975,25686.0,25983.0,0.11,1.29,0.23,1.87,0.08,5.34,7.46,0.45
437,7.0,44.0,973,47690.0,48534.0,0.07,1.23,0.1,0.95,0.02,4.13,5.82,0.29
438,32.0,59.0,972,63818.0,64601.0,0.06,1.14,0.12,0.91,0.01,5.13,5.47,0.21
439,34.0,96.0,967,18111.0,18226.0,0.16,1.59,0.08,1.13,0.06,7.97,6.74,0.51
440,26.0,19.0,966,29929.0,30273.0,0.56,0.99,0.02,0.69,0.02,6.7,5.62,0.52
441,1.0,43.0,964,20875.0,21188.0,0.1,1.13,0.05,0.72,0.01,4.71,5.35,0.78
442,29.0,67.0,958,35722.0,36253.0,0.16,1.58,0.01,1.11,0.05,5.21,7.8,0.06
443,9.0,25.0,955,61577.0,62781.0,0.15,1.34,0.07,0.99,0.06,4.17,7.12,0.08
444,25.0,20.0,950,13232.0,13377.0,0.09,0.98,0.09,1.15,0.01,6.25,6.04,0.81
445,8.0,98.0,949,30620.0,30937.0,0.49,0.95,0.09,0.8,0.03,6.75,5.88,0.07
446,50.0,97.0,949,21429.0,21733.0,0.33,1.41,0.01,1.3,0.1,7.32,7.76,0.53
447,8.0,5.0,948,25242.0,25604.0,0.06,1.69,0.02,0.75,0.02,5.73,6.23,0.11
448,18.0,50.0,944,25099.0,25356.0,0.1,1.04,0.06,1.01,0.12,5.28,7.19,0.29
449,81.0,32.0,935,30390.0,30359.0,0.13,1.31,0.05,1.24,0.14,6.13,6.72,0.65
450,6.0,92.0,931,38597.0,38949.0,0.12,1.21,0.15,1.1,0.04,5.63,7.24,0.7
451,34.0,27.0,931,29854.0,30045.0,0.23,1.07,0.08,1.17,0.12,7.05,6.57,0.6
452,21.0,21.0,926,147295.0,148534.0,0.07,1.19,0.1,0.74,0.06,3.82,5.85,0.17
453,57.0,0.0,923,64669.0,64907.0,0.11,1.79,0.09,0.51,0.14,6.43,5.35,0.11
454,35.0,80.0,920,58336.0,59628.0,0.07,1.3,0.1,0.78,0.04,4.36,6.46,0.19
455,24.0,1.0,912,101151.0,101522.0,0.04,1.02,0.05,1.31,0.02,4.64,7.02,0.06
456,34.0,19.0,908,28475.0,28674.0,0.07,1.32,0.03,0.89,0.08,5.88,7.56,1.05
457,23.0,43.0,908,17434.0,17982.0,0.07,1.47,0.05,0.77,0.04,6.56,4.29,1.46
458,76.0,68.5,903,31154.0,31265.0,0.16,1.46,0.1,1.07,0.04,5.85,7.19,0.3
459,89.0,67.0,898,16565.0,16505.0,0.16,1.74,0.02,1.04,0.02,5.3,6.03,0.58
460,54.0,36.0,894,13817.0,13893.0,0.15,1.07,0.1,0.71,0.08,6.11,5.78,0.58
461,65.0,90.0,886,25083.0,25346.0,0.14,1.63,0.02,0.88,0.02,6.49,6.55,0.1
462,81.0,63.0,886,12955.0,13277.0,0.07,1.2,0.11,1.07,0.05,4.65,6.27,0.05
463,0.0,0.0,884,72847.0,75679.0,0.08,1.46,0.16,0.85,0.08,4.44,6.41,0.19
464,2.0,22.0,883,97582.0,100033.0,0.05,1.21,0.13,1.15,0.07,4.26,6.01,0.25
465,17.0,4.0,875,27899.0,28556.0,0.14,1.01,0.11,1.27,0.13,5.54,7.47,0.08
466,77.0,86.0,874,42539.0,42745.0,0.07,1.32,0.05,0.93,0.07,4.6,6.78,0.03
467,14.0,82.0,868,70055.0,70933.0,0.07,1.1,0.3,0.74,0.04,4.39,5.58,0.05
468,65.0,11.0,866,29009.0,29146.0,0.07,1.54,0.03,0.78,0.03,4.56,5.3,0.27
469,85.0,53.0,864,65931.0,66174.0,0.07,1.95,0.09,0.65,0.05,5.39,5.18,0.08
470,20.0,90.0,864,51528.0,52383.0,0.05,1.55,0.02,0.74,0.06,3.4,6.07,0.09
471,29.0,98.0,864,13171.0,13220.0,0.33,1.51,0.05,1.85,0.07,7.53,8.4,0.34
472,6.0,9.0,861,51993.0,52783.0,0.1,1.24,0.05,1.33,0.08,4.97,6.96,0.17
473,19.0,68.0,861,9032.0,9243.0,0.36,1.66,0.02,0.95,0.08,8.06,6.88,0.45
474,28.0,9.0,860,18729.0,18942.0,0.16,0.9,0.03,1.05,0.14,7.05,6.75,1.37
475,12.0,93.0,856,38498.0,38981.0,0.18,1.17,0.06,0.99,0.06,4.87,6.3,0.36
476,17.0,5.0,852,30426.0,30803.0,0.21,1.66,0.1,1.05,0.11,6.5,7.27,0.19
477,70.0,10.0,850,54626.0,55134.0,0.08,1.25,0.03,1.23,0.03,3.57,7.65,0.04
478,8.0,95.0,849,24472.0,24849.0,0.18,1.88,0.04,1.29,0.06,6.15,6.49,0.44
479,21.0,13.0,848,33084.0,33513.0,0.08,1.07,0.14,1.03,0.13,6.42,6.73,0.69
480,54.0,50.0,846,23868.0,24000.0,0.06,1.0,0.02,0.78,0.01,5.7,5.66,0.1
481,26.0,47.0,843,21557.0,21704.0,0.18,1.56,0.18,0.96,0.12,5.92,6.65,0.37
482,25.0,75.0,843,20412.0,20488.0,0.08,1.24,0.12,0.78,0.07,6.27,5.66,0.63
483,79.0,70.0,841,37379.0,37712.0,0.26,0.88,0.18,2.11,0.07,8.02,7.57,0.93
484,1.0,6.0,840,16762.0,17187.0,0.19,1.89,0.03,0.67,0.02,7.66,5.88,1.54
485,22.0,7.0,837,18583.0,18754.0,0.08,1.06,0.02,0.77,0.06,5.5,5.58,0.77
486,29.0,9.0,833,34134.0,34470.0,0.08,1.44,0.01,1.08,0.02,5.49,6.44,0.12
487,2.0,86.0,830,46812.0,47288.0,0.05,1.13,0.0,0.72,0.04,4.73,6.57,0.11
488,30.0,70.0,827,48920.0,48977.0,0.14,1.35,0.09,1.02,0.08,5.01,7.27,0.22
489,8.0,88.0,827,38506.0,38631.0,0.08,1.24,0.05,1.07,0.1,6.95,5.82,0.77
490,1.0,18.0,821,48444.0,48597.0,0.17,1.33,0.1,0.92,0.12,5.7,7.16,0.43
491,91.0,44.0,817,13909.0,14340.0,0.2,1.53,0.02,1.04,0.03,9.04,6.93,1.69
492,81.0,44.0,815,42224.0,42253.0,0.04,1.31,0.06,1.38,0.02,4.54,7.48,0.04
493,9.0,4.0,809,13876.0,13984.0,0.14,1.77,0.11,0.43,0.29,5.89,6.38,0.76
494,60.0,40.0,804,62577.0,62934.0,0.08,1.31,0.09,1.22,0.07,5.89,7.37,0.21
495,4.0,8.0,800,9117.0,9350.0,0.14,1.27,0.02,0.6,0.06,7.23,6.01,0.91
496,85.0,85.0,799,18405.0,18877.0,0.33,1.94,0.05,1.11,0.11,8.81,8.11,0.51
497,8.0,49.0,798,16944.0,17239.0,0.14,1.26,0.01,1.5,0.08,6.41,7.0,1.1
498,51.5,65.0,793,24381.0,24704.0,0.29,1.21,0.08,1.42,0.06,6.16,7.55,0.28
499,65.0,4.0,792,86902.0,88242.0,0.08,0.88,0.05,1.8,0.05,5.36,6.93,0.25
500,0.0,80.0,788,42455.0,43028.0,0.1,1.36,0.07,0.86,0.04,4.41,6.58,0.32
501,14.0,8.0,788,21769.0,22082.0,0.07,1.17,0.06,1.06,0.05,4.57,6.96,0.21
502,14.0,19.0,787,19234.0,19498.0,0.14,0.93,0.11,0.96,0.16,5.7,6.42,0.8
503,11.0,98.0,785,21135.0,21464.0,0.05,0.33,0.01,0.27,0.0,2.53,1.72,0.29
504,86.0,70.0,783,29990.0,30198.0,0.23,1.53,0.04,0.83,0.08,8.2,6.47,0.42
505,50.0,32.0,781,28388.0,28497.0,0.1,1.31,0.13,1.05,0.03,5.81,6.46,0.11
